Unit Weight (kN/m³),Cohesion (kPa),Internal Friction Angle (°),Slope Angle (°),Slope Height (m),Pore Water Pressure Ratio,Stability_Number,tan_phi,Effective_Friction,Height_x_sinbeta,c_over_gamma,phi_x_ru,Reinforcement Numeric_1,Reinforcement Numeric_2,Reinforcement Numeric_3
18.745401188473625,21.81383683100143,38.24995777474926,41.907228418608696,18.451041854198746,0.8472365776964198,0.06306906994088624,0.7883352396084096,0.12042878912509355,12.323938926559062,1.16369004918468,32.40676332211113,0.0,0.0,1.0
24.50714306409916,19.981044330413148,24.61279988996779,32.96462267670965,9.266799882292611,0.4945170437193704,0.0879823814132346,0.45810600157192766,0.23156477596447672,5.042261284621947,0.8153151217239861,12.171449039243315,0.0,1.0,0.0
22.31993941811405,12.926926062628702,28.66599235924716,58.22492624319704,10.68616512374972,0.1954656106321858,0.054197639597308035,0.5467128048494282,0.4398492526090997,9.084542593110875,0.57916492605431,5.6032157008778185,0.0,0.0,0.0
20.98658484197037,32.32700015456696,36.58201592144546,20.948922549211908,13.13020076814148,0.7366417866100926,0.11731465484397256,0.7421786516940518,0.19545884372627587,4.6945135348864255,1.540364971146581,26.947841566172436,0.0,0.0,1.0
16.560186404424364,26.4480872228883,32.052233613111994,39.39282079994703,14.164400046422676,0.4186781356832957,0.11275371592191644,0.6261376871519093,0.36398752761409725,8.989205385641892,1.5970887390387223,13.419569413623195,1.0,0.0,0.0
16.559945203362027,43.95654465458016,38.464275965872346,45.01050074951113,15.901781414474485,0.5946274834524972,0.16692403385387772,0.7944184180177177,0.3220353933035283,11.24631804716524,2.6543894991667023,22.871915620409045,0.0,1.0,0.0
15.580836121681994,6.444931121692621,44.03019753057149,51.27822446726909,16.495701303357247,0.1072652901739388,0.02507591197258673,0.9667078394959884,0.8630136425790297,12.86982614312976,0.41364475380907045,4.722911914532594,0.0,1.0,0.0
23.66176145774935,33.97405673998068,22.91366719287993,30.34855152140036,25.50723554693912,0.6315839895159923,0.05629073810209548,0.42269766775159645,0.15572858839393777,12.88776211277153,1.4358211158812102,14.471905340120815,0.0,0.0,0.0
21.011150117432088,39.332699533020254,37.73919290995153,44.34609538287408,27.930793587171856,0.3735504889451243,0.06702250465117633,0.7739810727246168,0.4848600645740644,19.523369031821616,1.871991743107272,14.097493963906762,1.0,0.0,0.0
22.080725777960453,39.17689561347382,25.758603890802863,25.160073569214138,18.89956436568601,0.3341897497184944,0.09387822754398255,0.482527857300708,0.321271993437183,8.035124495066537,1.7742576040040157,8.608261387365244,1.0,0.0,0.0
15.205844942958024,44.87332851929863,30.361918185189232,31.773804618091013,45.82833889643277,0.9799155787778012,0.06439373430583181,0.5858034282829824,0.011765522807043531,24.13169886435025,2.951057878574509,29.752116631243954,0.0,1.0,0.0
24.699098521619945,37.806518427327234,20.82156814487849,54.78135656016996,29.891287550252954,0.4324306427602472,0.05120837097998731,0.3802951806939726,0.21584389126785372,24.419905274919003,1.5306841419428294,9.003884096166093,1.0,0.0,0.0
23.32442640800421,46.75145277414634,23.397684557317472,57.49538046654772,40.4364617615033,0.6780383781157342,0.04956909514057868,0.4326906633080164,0.13930978773282773,34.10201411586401,2.004398820204329,15.864528088907099,0.0,0.0,0.0
17.123391106782762,19.96954699194012,27.994432226222493,45.940867346363234,46.59070245893795,0.6277275355738411,0.025031056371809527,0.531584789016237,0.19789437945853428,33.481126546349536,1.1662144996518806,17.572875951155563,0.0,0.0,1.0
16.818249672071005,27.64442375381944,28.549645132199625,28.71759453880925,12.341080155911234,0.1043035508851576,0.13319059928640306,0.5440781354175113,0.4873288539344892,5.929800543557906,1.643715861807354,2.9778293637995756,1.0,0.0,0.0
16.83404509853434,5.633584847730081,42.4896304115524,51.0028894987332,24.254351767203552,0.7479275370643161,0.013797699472440276,0.9159982806777023,0.23089794265528024,18.849941270325413,0.33465425658272535,31.77916462448545,0.0,0.0,0.0
18.042422429595376,5.313091428648105,38.54532273166288,11.293354086271007,24.4944680771574,0.3231592034335765,0.012022213323132625,0.796728260712593,0.5392581906276925,4.796810431415628,0.2944777204602485,12.456275790054306,0.0,1.0,0.0
20.24756431632238,15.805697920318394,44.30457420467603,15.137295526971052,20.951251269725937,0.798939549196735,0.037258976854198295,0.9760149997333615,0.19623801583713818,5.471061175740943,0.7806221861252113,35.39667654243716,0.0,0.0,1.0
19.31945018642116,9.536323871258835,34.976787758381015,43.06868681876806,5.400763994823797,0.6076407826153825,0.09139680828295017,0.6996039479067344,0.27449605747987504,3.688044686334858,0.4936125914163707,21.253322686874768,0.0,0.0,0.0
17.91229140198042,16.70951155710891,26.04284330228295,24.562428763502872,41.71874485001428,0.3170914899534895,0.022360493043748642,0.4886585617953814,0.33370909035715457,17.341834704909097,0.9328517040126689,8.257963985346155,0.0,0.0,1.0
21.1185289472238,12.966948253777884,28.19137574804107,57.56931092002389,10.020169469925628,0.3562929603310709,0.06127721908648981,0.5360015137354839,0.34502794766473316,8.45743187466553,0.6140081198923892,10.044388721075112,0.0,0.0,1.0
16.39493860652042,6.283401117739171,27.995898082299178,31.80303060461524,49.79662690647915,0.7315073696663607,0.0076963545180748815,0.5316176030694386,0.1427354085797782,26.24285967779323,0.38325249447656995,20.47920576763018,0.0,1.0,0.0
17.92144648535218,45.91868658827222,28.16235819158129,31.46824101945885,39.783132136003175,0.5500593151228819,0.06440467980811139,0.5353497362822848,0.24087562699163578,20.76782404810889,2.5622198869830712,15.490967459106487,0.0,1.0,0.0
18.66361843293692,5.370040912500119,36.8241043277954,43.90397550954656,31.100450792293152,0.6683510406713152,0.009251561995834712,0.7487519288454461,0.2483227979969376,21.56666428473435,0.2877277486033069,24.61142844927114,0.0,0.0,0.0
19.56069984217036,38.12369649516884,33.2701982022604,48.37842811530948,11.957288798371884,0.1583183210751882,0.1629963562219932,0.6561329033643049,0.5522550437014794,8.938648151812474,1.948994504428673,5.2672819212206115,0.0,0.0,0.0
22.85175961393013,11.846654911378243,29.635604452166103,33.777936906256826,28.19268371269612,0.7869766722284186,0.018388219182390277,0.5689013094820574,0.12118925011947819,15.674443793350175,0.5184132474488607,23.322529371243387,0.0,0.0,0.0
16.996737821583597,46.050332989982,23.72724421821792,20.700045085586208,16.7498933386014,0.3203913189150347,0.16175404640941346,0.4395365558823455,0.298712859031829,5.920678260664678,2.7093630244448557,7.60200306929397,0.0,0.0,1.0
20.14234438413612,45.17581728154486,20.55347907355365,48.66543213628108,16.354513604438125,0.6198612671576733,0.1371381759577037,0.3749489148907189,0.14253260538716328,12.280044983519254,2.2428281643880945,12.740305583031686,0.0,1.0,0.0
20.924145688620424,34.42555158661658,25.47086693969232,26.01756374368138,42.32881622221184,0.1146798252420087,0.03886843452414468,0.47635153684932224,0.4217236258496797,18.5673933136695,1.6452548218175942,2.9209945694063726,0.0,0.0,1.0
15.464504127199977,35.25053674102723,22.68678509921704,18.75553846469288,22.12899907817456,0.321420241156967,0.1030072907326869,0.41803808545510207,0.2836721832153264,7.115159164456388,2.279448241668887,7.2919919376666265,1.0,0.0,0.0
21.075448519014383,5.240261388635984,39.636125771305984,41.58200949625066,25.282571152586183,0.6488672930666418,0.009834558917644027,0.8283345242386244,0.2908553437422636,16.779824441354425,0.24864293558963607,25.718585636876274,0.0,1.0,0.0
16.705241236872915,49.31922047511209,22.812448945347136,14.52268334951752,42.93341320010532,0.2742061322902506,0.06876509318908154,0.42061698482357995,0.3052812282395191,10.7661232252302,2.952320159630586,6.255313393372444,0.0,0.0,0.0
15.650515929852794,44.50246716091165,38.1057059326709,58.56763375430275,8.950578157347914,0.8803121967498171,0.31769058197615707,0.7842609855589829,0.09386647453637809,7.637137595550824,2.843514383830938,33.54491769829206,0.0,0.0,1.0
24.488855372533333,45.27978015785414,29.641467244402065,41.619863220606845,31.75780338909723,0.6612283994434204,0.05822176507638626,0.5690367597575966,0.19277349387861087,21.09306992969123,1.8489953682620823,19.59977994317055,0.0,1.0,0.0
24.6563203307456,34.66600416728924,21.8344597435944,59.29477604608779,31.019705661786706,0.8702783932967957,0.04532500374093484,0.4006692840377483,0.05197546328199925,26.670920335052518,1.40596827516318,19.0020585441589,0.0,0.0,0.0
23.08397348116461,20.51541178945414,40.318251235789646,26.9446711739318,24.134655617000384,0.3953907022511207,0.03682379683260845,0.8486094647051706,0.5130771725184455,10.936133356430211,0.8887296550653947,15.941461669655984,0.0,0.0,0.0
18.046137691733705,45.214189209071634,34.49076425591534,58.560258059519896,42.339858864084185,0.033985142624675,0.05917538261615955,0.6870436498686201,0.6636943734384577,36.12391053486785,2.505477348196376,1.1721735424713253,1.0,0.0,0.0
15.97672114006384,18.118261766803656,25.894037821589325,17.27811238643118,47.43005276010617,0.5761399633551028,0.023909762771332263,0.4854453218705761,0.2057608719171563,14.08720582005859,1.1340413097259117,14.918590001646118,0.0,1.0,0.0
21.842330265121568,30.32201945039913,42.3670293583167,12.034738617351422,25.940113786112484,0.3391935027253723,0.05351644738467552,0.9120707821007408,0.6027022987865207,5.408635815092074,1.388222734586985,14.370621088116124,0.0,0.0,0.0
19.40152493739601,9.487893755474708,21.131457846763787,11.649203022730129,25.526617294927988,0.4481883759223533,0.01915758138655742,0.3864988118479488,0.21327453706989744,5.15431061502561,0.4890282483510872,9.47087377321273,0.0,0.0,1.0
16.22038234844779,46.48800335597376,25.04549020494408,33.24351852996135,27.592867835183515,0.6811102139227488,0.10386828616761277,0.46727460977768964,0.14900910035133846,15.12637214688368,2.8660238924899595,17.058739191289572,0.0,1.0,0.0
19.951769101112703,11.3346705997046,38.801173195146525,14.15020987392974,37.54058138748777,0.7006646670708717,0.015133051119650066,0.8040543560401557,0.24068187835839586,9.177352363821745,0.5681035371982361,27.18661109873657,1.0,0.0,0.0
15.343885211152184,15.120356257868329,37.73444825774723,35.60839420838009,35.0627130814533,0.0275564148658153,0.02810484310394663,0.7738486644687701,0.7525241696273116,20.414987293602113,0.9854320499529421,1.039826110923124,0.0,0.0,0.0
24.093204020787823,30.116037115769675,27.23179234311195,26.375025175445025,15.02757271430992,0.7693026728396135,0.08317914029932406,0.5146318302740924,0.1187241877158908,6.6759195704115495,1.249980579161879,20.949490635769347,0.0,0.0,0.0
17.58779981600017,39.38418500958417,21.550621883819577,26.78144962370578,7.875290686970449,0.4935189149560789,0.2843437953210602,0.39493144131477276,0.20002530491506576,3.548515645201354,2.2392900431897766,10.635639528731367,0.0,1.0,0.0
21.62522284353982,32.870808767133454,41.4519518056236,41.780449827258494,47.71643584175552,0.55669877332455,0.03185530748775399,0.8832313692602247,0.391537549431295,31.79241449107173,1.5200217359588073,23.076250722099022,0.0,1.0,0.0
18.11711076089411,15.446026076007028,27.84244095174756,18.15490030758101,16.748139188016694,0.2979941851898525,0.05090509622614913,0.5281872040994594,0.3707904885861347,5.2185034938009345,0.852565636974929,8.296885505112595,0.0,1.0,0.0
20.200680211778103,5.042436913737065,24.89283537320663,48.32766851698655,33.73685081107663,0.4208337860005809,0.0073989473888680015,0.46403256442937574,0.26875198351300306,25.200055796097562,0.24961718421724474,10.475746154395729,1.0,0.0,0.0
20.4671027934328,39.071776113834765,32.90154555902443,39.10154598893173,42.27971012346751,0.7103751339793317,0.045151770216830076,0.6469672779342672,0.1873778111914686,26.66567563682607,1.9090037563289892,23.372439834619065,0.0,0.0,1.0
16.84854455525527,49.33432966599922,42.75567998206118,55.74723144237554,18.51245377462338,0.7767138029442585,0.15816954078527776,0.9245743530110146,0.2064446911791021,15.301701057524822,2.928106312340862,33.208926796334445,1.0,0.0,0.0
24.695846277645582,41.44609041377407,21.088664446084383,28.24203268837617,33.594503614561795,0.387106181167978,0.04995643383450015,0.3856406029015897,0.23635674180903865,15.8968240253609,1.6782615970237325,8.163552359656638,0.0,0.0,0.0
22.751328233611147,25.70929781704769,39.14510220077219,59.135749603356274,9.85551085171512,0.6911175326513301,0.11465798854711272,0.8139858650429292,0.2514259623814014,8.459824277652896,1.1300130503618975,27.053866448381832,0.0,1.0,0.0
24.39498941564189,45.6695267629598,34.31183069846772,38.79138233570116,48.646914996904734,0.258043501688438,0.03848314642294971,0.6824563609082643,0.5063529317899474,30.476639729479167,1.872086352850673,8.853944942773454,0.0,0.0,1.0
23.94827350427649,23.443145290325752,30.636227913795423,58.67009780937669,7.617122377278164,0.8320226651775152,0.12851408742312062,0.5922521140740442,0.09948493166514018,6.506451338223783,0.9789075311061344,25.490035999821856,1.0,0.0,0.0
20.97899978811085,28.62203379095604,38.602011102626506,11.353032702355767,24.717860322843933,0.6098142389073653,0.05519564817965615,0.798346982455495,0.31150362496540557,4.865802568713947,1.3643183221335757,23.54005602084185,0.0,1.0,0.0
24.218742350231167,26.470839532805748,44.14561061104081,46.3988161206194,29.15686589270105,0.775186516066895,0.037486534133868786,0.9706122335029278,0.21820671776188558,21.11416637694552,1.0929898485233724,34.22108208921848,0.0,1.0,0.0
15.884925020519194,25.143074269948624,25.73015527906728,50.831076214636816,40.57168003985138,0.4771548523178474,0.039013078101206355,0.48191587517066775,0.25196737692398163,31.454703251208265,1.582826122091877,12.27726844229863,1.0,0.0,0.0
16.959828624191452,39.88358461822576,23.59118412680299,12.65866433382438,10.450783268258956,0.2291092849819552,0.2250214317832093,0.4367060350945659,0.3366526276467453,2.29020924834094,2.351650214279638,5.404959327169484,0.0,0.0,1.0
15.45227288910538,28.70460082712714,42.82204363056742,38.94848320081229,24.836358823482943,0.4292311133136439,0.07479476757018474,0.926725049245151,0.5289458246220133,15.612666045378697,1.8576296854921137,18.380553461913888,0.0,1.0,0.0
18.25330330763264,19.252270491134723,36.72382693643259,50.09711467947242,18.48702062945536,0.3814853944783207,0.057052352732156024,0.7460241328310936,0.46142682222767667,14.182000795787141,1.0547280219183321,14.009603605598565,0.0,0.0,0.0
18.88677289689482,16.617117544631526,30.94965053904915,38.05193626115364,19.040482206200306,0.3327165434401591,0.04620829997553219,0.5996652228550644,0.40014668268545467,11.736087150269237,0.8798283134628866,10.29746074803329,0.0,0.0,0.0
17.71349031773896,6.698629263534502,34.33148925660708,13.190679520273331,40.04545622293629,0.2121737477414783,0.009443403621748279,0.6829593860251386,0.538053333536966,9.138072450053478,0.3781654063302387,7.284240741120622,0.0,1.0,0.0
23.28737509151929,31.24378228473707,38.6403476294061,44.67236204491557,5.245742526432491,0.7591671418798062,0.25576204386550405,0.7994431220549628,0.19253217198902767,3.6880284647849346,1.3416618301525667,29.334482271058373,1.0,0.0,0.0
18.567533266935893,15.34826369304654,39.32579746764293,13.029845733665432,38.70876386011848,0.0863516613205604,0.021354811327209636,0.8192426790876957,0.7484997127237665,8.727222907380225,0.8266183489423411,3.395847944086854,0.0,0.0,1.0
17.80934509687381,11.666026490737238,42.99735452047412,50.873444750821925,41.46792935553978,0.8875609298858339,0.015796564998400733,0.9324287667906731,0.10484142348564192,32.16891291064548,0.6550508414138739,38.16277196082287,0.0,1.0,0.0
20.426960831582484,34.422348372245494,30.67106972239057,12.15170916533472,45.56130097289311,0.1750247228977535,0.03698627742312293,0.5930738146060631,0.4892712345467233,9.590695866129257,1.685142917541825,5.368195479139087,0.0,0.0,0.0
16.409242249747628,35.6544166019697,27.33527275048488,16.86986905051854,33.20968114537176,0.9798736518515412,0.06542746627576808,0.5169183631118052,0.010403678940319643,9.637415601347405,2.172825293167822,26.78511353437554,0.0,0.0,1.0
23.0219698075404,38.84697015159497,35.99160666974605,23.755379526163424,20.00548977225085,0.9884680480870744,0.08434619268334582,0.726318733111787,0.008375872703702136,8.05886400106519,1.6873868950549744,35.57655319236161,0.0,0.0,1.0
15.745506436797708,27.660960335236616,30.39319748198826,41.66823961304,24.22556296469918,0.3983870412411517,0.07251648449980311,0.5865369329519468,0.35286821965456094,16.10555091648516,1.7567526612286122,12.108256018707324,0.0,1.0,0.0
24.86886936600517,45.232457234174895,34.86496134872445,58.8179549815653,48.63812370293432,0.9878210726322628,0.03739532631520405,0.6967008988843264,0.008485069644549417,41.61120637037322,1.8188385072304896,34.44034351677937,1.0,0.0,0.0
22.722447692966576,47.13542390292025,30.499644961398754,15.891142630996722,44.65340718961335,0.8690685172807263,0.046455560288365214,0.5890366698017507,0.07712344455316644,12.226573517026209,2.0743990497780036,26.50628122419139,1.0,0.0,0.0
16.987156815341724,41.331692290662026,23.82489466695436,17.13538346069592,25.85866590947489,0.0824302769466656,0.09409279652139782,0.4415716662249519,0.40517279148622853,7.6187523551671585,2.4331141897350275,1.9638926656221842,1.0,0.0,0.0
15.055221171236024,33.601706690368424,31.73566879147396,28.443519835049017,47.43783531999151,0.9473285636286182,0.047048884762500215,0.618472920753461,0.0325758570928886,22.594271970260895,2.231897247352743,30.06410553202059,0.0,0.0,1.0
23.15461428454834,18.66744291160349,37.27294554852582,51.81095688776601,42.03296939329065,0.0425143859045942,0.019180380104650594,0.7610499067773505,0.7286943373479627,33.0368689771239,0.8062083298904593,1.584636390850953,1.0,0.0,0.0
22.06857343847617,49.23252147290995,39.98209519169124,33.36154763754071,45.549043774690766,0.1819142937391071,0.04897771892624773,0.8385672468523696,0.6860198783884732,25.048345310595753,2.2308882633561584,7.273314609006263,0.0,0.0,0.0
22.29007168040988,17.336127523637224,32.33315691991367,26.080530012791083,35.733975555916444,0.5845955408466743,0.021765031091961807,0.6329840244436272,0.2629443863267005,15.709869926212653,0.7777510890139245,18.901819356877322,0.0,1.0,0.0
22.71270346685946,14.119561489569396,24.130947255260025,38.06019161044306,43.59443195578977,0.0807371784000136,0.014260060074493822,0.4479699838922548,0.41180215138489457,26.87548661383996,0.6216592186029954,1.948264593509247,0.0,0.0,0.0
15.740446517340905,24.896935120396225,30.36719274123579,23.0261598722875,45.129476360044656,0.1617277569893689,0.03504842811664906,0.585927084592322,0.49116641144188555,17.652456419120586,1.581717208147038,4.911217968103909,1.0,0.0,0.0
18.584657285442727,7.557825682057481,39.65734822104245,30.057995362376047,9.140746304330214,0.9534917871122388,0.044489821013340224,0.8289592642310413,0.03855341393613915,4.578383583974251,0.40667016700800235,37.81295582741413,0.0,1.0,0.0
16.158690595251297,49.03225091023059,30.32148176542682,26.63025746160209,48.43476394972964,0.994687884887608,0.06264962532141455,0.584855882503752,0.0031068217720195677,21.70997340213455,3.0344198139817187,30.160410563910578,0.0,1.0,0.0
23.63103425875593,31.47951003873912,37.41326984010556,50.207051120732295,20.012589444382847,0.7981365417802972,0.06656438876662057,0.7649247812107862,0.15441036161315883,15.37691911535865,1.332125784002667,29.86089780687495,1.0,0.0,0.0
21.23298126827558,30.062844124887885,32.680342041952244,56.21278632190004,24.795477931251,0.5152093914647028,0.05710138006879667,0.6415041938793732,0.3109952085287266,20.607734786397014,1.4158560093398234,16.837219136292557,0.0,1.0,0.0
18.30898024852649,34.51083259548739,26.03057812773492,47.97860960784559,40.63566916367669,0.9003009356916752,0.046385673316698066,0.48839340522951685,0.048692365515739314,30.18803403372767,1.8849128748317283,23.435353844995003,1.0,0.0,0.0
15.635583502860236,27.3660641499743,39.90376270057686,31.95417880149917,34.9203337507624,0.1118987708835687,0.05012101549354677,0.8362413720037501,0.7426669903145414,18.48126832754463,1.7502425889617865,4.465181999824145,0.0,1.0,0.0
18.109823217156624,6.442858269254371,22.10533635176717,35.216748874833186,45.18769605962258,0.9428918692450088,0.007873070999957689,0.40616639014835676,0.023195403316875134,26.058441185556536,0.35576593940191686,20.84294191300739,1.0,0.0,0.0
18.25183322026747,32.554007997817855,33.12225706887877,16.253684696471783,23.025818784954748,0.3515529274554322,0.07746096298343559,0.6524454788368959,0.4230763607467239,6.444713789026042,1.7836020965646755,11.644226436495714,0.0,0.0,0.0
22.29606178338064,37.227824463039376,25.222275856085123,47.34323555672689,21.797967365427137,0.8614893912331945,0.07659907060279161,0.47103924456413043,0.0652439325176339,16.030794717344413,1.6697040412217008,21.72872307277447,0.0,1.0,0.0
21.375574713552133,23.7537077280824,21.67664071353439,39.823783969752206,6.425998229359386,0.668373405985391,0.17293106127663854,0.39747614838080475,0.13181366128957164,4.1153928273498686,1.1112546935649186,14.488090184026575,0.0,0.0,1.0
23.872127425763267,39.07830074320368,32.57334842708122,55.12199980687182,25.822641950134614,0.960274304055722,0.06339337494210724,0.6388714708672294,0.02537961379914521,21.18415955516132,1.6369844231406712,31.279349491579968,0.0,0.0,0.0
19.72214925161949,15.215058470228929,32.489053898373086,20.03055717875766,37.58318466480989,0.8646779477958182,0.020527015330882956,0.6368017105267882,0.08617331431561831,12.873039567201033,0.7714706077979578,28.092568450672967,0.0,0.0,1.0
16.195942459383016,14.95744659797828,37.67252254189302,47.98630609663061,18.55304229317972,0.8878978135509061,0.04977784616765605,0.7721220675164887,0.08655657197419325,13.78462989370933,0.9235304852119166,33.44935039589404,0.0,0.0,0.0
22.13244787222995,12.263764445940827,38.61876732629762,44.23358308595949,25.822693115322863,0.6317543561200305,0.021458176654155385,0.7988259416993259,0.2941641732490912,18.013528277368827,0.5541079105546401,24.397574486374427,0.0,0.0,0.0
22.60785048616897,21.73976419051228,38.19478721732242,23.29227669048761,14.872899581837512,0.8331585309762758,0.06465467172036614,0.7867750948282265,0.13126671261242123,5.881067162028134,0.9616024399936752,31.822312808935784,0.0,0.0,0.0
20.61277197569496,43.11554159250876,30.238968322918875,43.36893197704126,39.77545126421573,0.7571311507613385,0.052587476540294574,0.5829247703208973,0.14157426816054738,27.31354115699045,2.091690610236575,22.89486488416723,0.0,0.0,1.0
22.70967179954561,42.256042796707895,35.79224468066406,56.21866902883248,7.723020260351619,0.1616231309038872,0.24092995067973827,0.7210170035580975,0.6044839780080986,6.419109435071053,1.8607068904251352,5.784854647366927,0.0,0.0,0.0
19.93795596364391,22.22708935835767,34.423631066099006,55.921799383355946,36.74223747502242,0.648596891353243,0.030341452207470237,0.6853202671270624,0.2408236722870756,30.43262462833599,1.1148128423439148,22.32706009856274,0.0,1.0,0.0
20.22732829381994,31.510343119110644,30.53904390292299,45.98132872580707,22.052300528524256,0.1481755465201586,0.07064162918100254,0.5899632734117611,0.5025451429471517,15.8581045948897,1.5578104365240368,4.5251395205187315,0.0,1.0,0.0
19.275410183585496,37.436734241371205,34.93031735464983,12.403655626703005,6.871823122420436,0.8694561218855299,0.2826326661472869,0.698396600592448,0.09117140070330079,1.4760513966148852,1.9422016903822614,30.370378263404664,0.0,1.0,0.0
15.254191267440952,15.854304858261036,43.68119691765656,53.61321686600808,43.40613142813036,0.0659497993399684,0.023944564151071008,0.9549930842067589,0.8920114819322656,34.943266827822605,1.039340898530687,2.880766171649096,0.0,0.0,0.0
16.078914269933044,12.56634886526362,24.82234359203444,42.888930350227,26.94748384315244,0.9870466701932752,0.02900241566067683,0.46253818435375443,0.005991409650137863,18.3399004350907,0.7815421274284803,24.500811588910974,1.0,0.0,0.0
15.314291856867342,48.744319694554,42.64430239463816,25.52171265913672,31.96935363272581,0.4006266661377115,0.09956191430165273,0.9209751877206636,0.5520079686685812,13.774095349508176,3.1829300466606774,17.084444698132312,1.0,0.0,0.0
21.364104112637804,32.79007909443283,21.33638784957996,19.362518085284965,37.94138111860056,0.1706293537014356,0.04045243258217052,0.3906155162848189,0.32396504319538766,12.579238050492318,1.5348211617746266,3.640614069096992,0.0,1.0,0.0
18.143559810763268,49.16370748251487,27.70973032254152,15.810193149865857,34.47834948505349,0.9356749836612228,0.07859151447069174,0.5252283932972088,0.03378532498043265,9.393675455267024,2.7097057024801487,25.927301466800927,0.0,0.0,0.0
20.08570691164703,20.199019420950307,27.203631215288205,12.511844962888048,37.88855918665752,0.0454259862298479,0.026542087413471305,0.5140103100963415,0.49066088482790515,8.208232116513123,1.005641449902745,1.2357517769875423,0.0,0.0,1.0
24.07566473926093,36.63642649883592,35.65912769702264,47.70516239753782,39.3026758060036,0.4701056345089834,0.03871798079916373,0.7174917539402883,0.38019483769922574,29.071864298510373,1.5217202472126041,16.763556852045692,0.0,0.0,1.0
17.49292229148875,15.017163644355698,23.28062379443226,21.792149947163765,31.51181887540749,0.7702271279245027,0.02724282087865162,0.43026719575668404,0.09886372932888354,11.698467205031001,0.8584708371832395,17.931368001476397,0.0,1.0,0.0
19.103829230356297,16.754007707326082,42.05869029599384,11.212646802162752,21.453702390849053,0.316750475431701,0.04087860170350855,0.9022605558073119,0.6164690957920751,4.171691117947364,0.8769973551011275,13.322110147290719,0.0,0.0,0.0
22.555511385430485,28.03559545713308,40.71378521162603,29.863532592099464,15.94139673723542,0.5288346699028011,0.07797057488833584,0.8605543804828172,0.405463388746777,7.937793405675919,1.2429598681252867,21.5308611628838,0.0,0.0,1.0
17.287981654916223,19.382815647863204,36.30164549213194,34.130354029616946,45.630645649375424,0.7004130163138019,0.02457061111411028,0.734617245222715,0.2200817646601373,25.602333321465423,1.1211728491365716,25.426145016298463,0.0,0.0,1.0
15.76979909828793,12.5429703728263,31.460345794804944,18.461511545006346,48.64661800871991,0.9519764210013208,0.016350144040644082,0.6118491957494029,0.02938318818734975,15.404805252848119,0.795379211532761,29.949507393202364,0.0,0.0,1.0
17.89751452913768,16.82963158951967,43.32390105355197,12.202416808127488,21.0948239794194,0.1027026392710299,0.044576501384778235,0.9431402332220393,0.8462772420674411,4.458729090507146,0.940333450330242,4.449478981716741,1.0,0.0,0.0
16.612212872540045,6.608677750963909,40.7686638680139,19.456274154903443,10.05398280825351,0.1572267037149197,0.03956844193678227,0.8622228817757442,0.726658420206565,3.348854750435778,0.3978204349817862,6.409922634829374,1.0,0.0,0.0
24.29697652342573,36.6990629664869,32.48287870203112,43.95513809182872,15.014179720239406,0.5088708951940669,0.10060072984009656,0.636650237864993,0.3126774613971184,10.421265918978486,1.5104374378064611,16.52959156358287,0.0,0.0,1.0
23.08120379564417,27.14524956886377,37.54683386135778,14.11218386256032,35.180030569423536,0.4184749611500469,0.0334302150801584,0.768626488935342,0.4469755488392278,8.577638962421606,1.1760759884623762,15.712409841438964,0.0,0.0,0.0
